Index ID,Date (dd/mm/yyyy),CustomerID,PromotionID,Product ID,Units Sold,Price Per Unit,Total sales,Offers %,Discount value only,Net Sales,Profit
377,17/05/2021,8,PR001,P021,1,1299,1299,20,259.8,1039.2,103.92
378,11/07/2023,43,0,P019,2,5999,11998,0,0,11998,1199.8
379,12/08/2023,33,0,P018,1,2299,2299,0,0,2299,229.9
380,21/05/2021,7,PR001,P008,1,5499,5499,20,1099.8,4399.2,439.92
381,11/08/2021,50,0,P003,1,89999,89999,0,0,89999,8999.9
382,25/09/2020,44,0,P014,1,4999,4999,0,0,4999,499.9
383,26/01/2021,17,0,P004,3,64999,194997,0,0,194997,19499.7
384,28/12/2023,36,PR005,P010,1,2199,2199,70,1539.3,659.7,65.97
385,20/02/2020,36,0,P022,1,1999,1999,0,0,1999,199.9
386,12/07/2021,50,0,P028,2,349,698,0,0,698,69.8
387,11/03/2021,9,0,P022,1,1999,1999,0,0,1999,199.9
388,29/04/2020,29,PR001,P005,1,92499,92499,20,18499.8,73999.2,7399.92
389,29/08/2022,38,0,P015,1,8499,8499,0,0,8499,849.9
390,28/12/2023,48,PR005,P020,1,12999,12999,70,9099.3,3899.7,389.97
391,27/06/2023,8,0,P020,2,12999,25998,0,0,25998,2599.8
392,23/02/2022,50,0,P011,2,1499,2998,0,0,2998,299.8
393,27/04/2022,45,PR001,P011,1,1499,1499,20,299.8,1199.2,119.92
394,16/09/2023,37,0,P030,3,399,1197,0,0,1197,119.7
395,20/03/2021,24,0,P003,2,89999,179998,0,0,179998,17999.8
396,14/02/2023,17,0,P002,1,69999,69999,0,0,69999,6999.9
397,17/01/2021,38,0,P017,2,10499,20998,0,0,20998,2099.8
398,18/09/2021,4,0,P002,2,69999,139998,0,0,139998,13999.8
399,27/12/2023,7,PR005,P028,1,349,349,70,244.3,104.7,10.47
400,12/11/2021,47,0,P024,2,2799,5598,0,0,5598,559.8
401,20/08/2023,44,0,P019,1,5999,5999,0,0,5999,599.9
402,28/10/2022,23,0,P025,2,8999,17998,0,0,17998,1799.8
403,19/11/2022,22,0,P029,2,99,198,0,0,198,19.8
404,29/11/2022,8,0,P012,2,2999,5998,0,0,5998,599.8
405,28/10/2022,50,0,P009,3,3499,10497,0,0,10497,1049.7
406,05/03/2021,20,0,P020,3,12999,38997,0,0,38997,3899.7
407,12/01/2021,38,0,P028,2,349,698,0,0,698,69.8
408,19/02/2022,27,0,P004,3,64999,194997,0,0,194997,19499.7
409,17/11/2023,42,0,P005,3,92499,277497,0,0,277497,27749.7
410,28/10/2022,5,0,P010,3,2199,6597,0,0,6597,659.7
411,05/06/2023,19,0,P007,2,6999,13998,0,0,13998,1399.8
412,06/11/2020,28,0,P020,3,12999,38997,0,0,38997,3899.7
413,19/01/2022,41,0,P003,1,89999,89999,0,0,89999,8999.9
414,07/02/2022,33,0,P001,3,79999,239997,0,0,239997,23999.7
415,26/04/2023,28,PR001,P029,1,99,99,20,19.8,79.2,7.92
416,28/05/2021,34,PR001,P009,1,3499,3499,20,699.8,2799.2,279.92
417,07/03/2020,20,0,P027,3,699,2097,0,0,2097,209.7
418,22/04/2023,47,PR001,P018,2,2299,4598,20,919.6,3678.4,367.84
419,19/03/2023,40,0,P016,3,24999,74997,0,0,74997,7499.7
420,24/05/2022,47,PR001,P028,3,349,1047,20,209.4,837.6,83.76
421,16/04/2021,47,PR001,P001,2,79999,159998,20,31999.6,127998.4,12799.84
422,17/11/2020,3,0,P010,3,2199,6597,0,0,6597,659.7
423,11/07/2021,23,PR004,P022,1,1999,1999,50,999.5,999.5,99.95
424,22/05/2020,1,PR001,P020,1,12999,12999,20,2599.8,10399.2,1039.92
425,01/10/2023,7,0,P024,2,2799,5598,0,0,5598,559.8
426,27/12/2023,36,PR005,P029,3,99,297,70,207.9,89.1,8.91
427,22/12/2020,44,0,P011,2,1499,2998,0,0,2998,299.8
428,01/03/2021,10,0,P018,2,2299,4598,0,0,4598,459.8
429,18/03/2021,4,0,P002,3,69999,209997,0,0,209997,20999.7
430,13/11/2023,4,0,P022,3,1999,5997,0,0,5997,599.7
431,05/03/2020,46,0,P004,1,64999,64999,0,0,64999,6499.9
432,21/02/2023,22,0,P003,3,89999,269997,0,0,269997,26999.7
433,02/12/2022,45,0,P023,3,1499,4497,0,0,4497,449.7
434,01/08/2020,28,0,P017,2,10499,20998,0,0,20998,2099.8
435,01/06/2020,1,0,P003,1,89999,89999,0,0,89999,8999.9
436,29/10/2021,41,0,P023,1,1499,1499,0,0,1499,149.9
437,10/12/2022,49,0,P003,2,89999,179998,0,0,179998,17999.8
438,20/01/2023,32,0,P023,2,1499,2998,0,0,2998,299.8
439,29/09/2021,46,0,P002,2,69999,139998,0,0,139998,13999.8
440,24/03/2023,35,0,P026,1,5499,5499,0,0,5499,549.9
441,02/12/2022,39,0,P022,3,1999,5997,0,0,5997,599.7
442,12/10/2020,24,0,P022,1,1999,1999,0,0,1999,199.9
443,15/12/2020,45,0,P012,1,2999,2999,0,0,2999,299.9
444,02/06/2020,26,0,P007,1,6999,6999,0,0,6999,699.9
445,29/12/2022,15,0,P016,2,24999,49998,0,0,49998,4999.8
446,30/06/2023,27,0,P013,2,15999,31998,0,0,31998,3199.8
447,18/07/2022,49,0,P014,3,4999,14997,0,0,14997,1499.7
448,06/11/2022,20,0,P014,3,4999,14997,0,0,14997,1499.7
449,31/08/2020,14,0,P028,2,349,698,0,0,698,69.8
450,13/12/2021,34,0,P013,3,15999,47997,0,0,47997,4799.7
451,27/09/2023,11,0,P028,2,349,698,0,0,698,69.8
452,04/07/2023,31,0,P023,2,1499,2998,0,0,2998,299.8
453,11/04/2020,25,PR001,P023,1,1499,1499,20,299.8,1199.2,119.92
454,03/06/2021,3,0,P024,3,2799,8397,0,0,8397,839.7
455,12/11/2020,7,0,P026,3,5499,16497,0,0,16497,1649.7
456,27/03/2021,6,0,P003,2,89999,179998,0,0,179998,17999.8
457,25/01/2022,24,0,P023,3,1499,4497,0,0,4497,449.7
458,05/05/2021,38,PR001,P011,1,1499,1499,20,299.8,1199.2,119.92
459,12/03/2023,29,0,P016,1,24999,24999,0,0,24999,2499.9
460,27/10/2022,28,0,P019,2,5999,11998,0,0,11998,1199.8
461,10/07/2020,25,0,P015,2,8499,16998,0,0,16998,1699.8
462,28/03/2021,22,0,P028,2,349,698,0,0,698,69.8
463,05/05/2022,14,PR001,P011,2,1499,2998,20,599.6,2398.4,239.84
464,09/03/2022,24,0,P015,1,8499,8499,0,0,8499,849.9
465,15/02/2022,38,0,P002,3,69999,209997,0,0,209997,20999.7
466,20/10/2023,45,0,P001,2,79999,159998,0,0,159998,15999.8
467,06/01/2023,40,0,P025,2,8999,17998,0,0,17998,1799.8
468,27/12/2023,7,PR005,P030,1,399,399,70,279.3,119.7,11.97
469,27/06/2023,16,0,P026,3,5499,16497,0,0,16497,1649.7
470,27/11/2021,5,0,P001,2,79999,159998,0,0,159998,15999.8
471,28/05/2022,17,PR001,P010,3,2199,6597,20,1319.4,5277.6,527.76
472,21/08/2021,33,0,P003,3,89999,269997,0,0,269997,26999.7
473,26/05/2023,35,PR001,P020,1,12999,12999,20,2599.8,10399.2,1039.92
474,01/05/2023,47,PR001,P016,3,24999,74997,20,14999.4,59997.6,5999.76
475,30/05/2020,47,PR001,P012,2,2999,5998,20,1199.6,4798.4,479.84
476,07/02/2023,18,0,P023,3,1499,4497,0,0,4497,449.7
477,04/06/2022,10,0,P030,3,399,1197,0,0,1197,119.7
478,22/03/2020,21,0,P028,2,349,698,0,0,698,69.8
479,15/03/2020,35,0,P018,1,2299,2299,0,0,2299,229.9
480,07/08/2023,5,0,P023,2,1499,2998,0,0,2998,299.8
481,15/12/2021,15,0,P020,1,12999,12999,0,0,12999,1299.9
482,26/01/2021,13,0,P007,1,6999,6999,0,0,6999,699.9
483,18/10/2021,47,0,P016,1,24999,24999,0,0,24999,2499.9
484,12/08/2020,5,0,P011,1,1499,1499,0,0,1499,149.9
485,21/02/2022,7,0,P005,3,92499,277497,0,0,277497,27749.7
486,03/08/2021,22,0,P010,3,2199,6597,0,0,6597,659.7
487,18/06/2022,32,0,P007,2,6999,13998,0,0,13998,1399.8
488,08/06/2021,35,0,P011,3,1499,4497,0,0,4497,449.7
489,19/06/2020,38,0,P014,2,4999,9998,0,0,9998,999.8
490,18/07/2021,32,PR004,P008,3,5499,16497,50,8248.5,8248.5,824.85
491,25/11/2020,24,0,P013,1,15999,15999,0,0,15999,1599.9
492,31/01/2020,29,0,P001,1,79999,79999,0,0,79999,7999.9
493,16/02/2022,36,0,P012,2,2999,5998,0,0,5998,599.8
494,01/08/2021,48,0,P013,3,15999,47997,0,0,47997,4799.7
495,27/09/2020,36,0,P013,1,15999,15999,0,0,15999,1599.9
496,02/06/2020,1,0,P013,3,15999,47997,0,0,47997,4799.7
497,26/09/2020,19,0,P005,3,92499,277497,0,0,277497,27749.7
498,17/02/2023,47,0,P014,3,4999,14997,0,0,14997,1499.7
499,24/06/2020,2,0,P008,3,5499,16497,0,0,16497,1649.7
500,31/01/2020,8,0,P005,2,92499,184998,0,0,184998,18499.8
501,03/01/2021,44,0,P017,3,10499,31497,0,0,31497,3149.7
502,10/08/2023,22,0,P006,1,7499,7499,0,0,7499,749.9
503,18/06/2021,10,0,P030,1,399,399,0,0,399,39.9
504,04/04/2021,40,PR001,P006,1,7499,7499,20,1499.8,5999.2,599.92
505,05/08/2022,13,0,P009,2,3499,6998,0,0,6998,699.8
506,15/06/2020,1,0,P011,3,1499,4497,0,0,4497,449.7
507,11/04/2022,15,PR001,P017,1,10499,10499,20,2099.8,8399.2,839.92
508,20/03/2021,31,0,P014,2,4999,9998,0,0,9998,999.8
509,17/05/2023,21,PR001,P017,1,10499,10499,20,2099.8,8399.2,839.92
510,26/10/2023,34,0,P005,1,92499,92499,0,0,92499,9249.9
511,26/10/2021,5,0,P014,2,4999,9998,0,0,9998,999.8
512,05/11/2023,5,0,P009,1,3499,3499,0,0,3499,349.9
513,07/07/2020,12,0,P003,3,89999,269997,0,0,269997,26999.7
514,26/03/2021,28,0,P026,1,5499,5499,0,0,5499,549.9
515,05/05/2021,43,PR001,P014,2,4999,9998,20,1999.6,7998.4,799.84
516,22/06/2022,34,0,P014,1,4999,4999,0,0,4999,499.9
517,31/12/2021,12,0,P011,1,1499,1499,0,0,1499,149.9
518,03/07/2023,15,0,P013,2,15999,31998,0,0,31998,3199.8
519,23/01/2020,39,0,P002,3,69999,209997,0,0,209997,20999.7
520,10/09/2023,37,0,P025,2,8999,17998,0,0,17998,1799.8
521,25/08/2020,4,0,P027,1,699,699,0,0,699,69.9
522,22/06/2020,41,0,P027,3,699,2097,0,0,2097,209.7
523,23/04/2020,36,PR001,P001,3,79999,239997,20,47999.4,191997.6,19199.76
524,24/04/2021,22,PR001,P013,3,15999,47997,20,9599.4,38397.6,3839.76
525,10/09/2023,37,0,P004,3,64999,194997,0,0,194997,19499.7
526,27/02/2021,50,0,P018,3,2299,6897,0,0,6897,689.7
527,30/01/2023,49,0,P012,2,2999,5998,0,0,5998,599.8
528,07/02/2020,12,0,P014,3,4999,14997,0,0,14997,1499.7
529,23/08/2021,48,0,P003,3,89999,269997,0,0,269997,26999.7
530,03/06/2021,44,0,P015,2,8499,16998,0,0,16998,1699.8
531,29/09/2022,43,0,P003,3,89999,269997,0,0,269997,26999.7
532,30/01/2021,14,0,P019,1,5999,5999,0,0,5999,599.9
533,14/07/2020,2,0,P004,2,64999,129998,0,0,129998,12999.8
534,04/01/2020,5,0,P018,3,2299,6897,0,0,6897,689.7
535,16/09/2021,31,0,P003,2,89999,179998,0,0,179998,17999.8
536,27/08/2023,50,0,P025,2,8999,17998,0,0,17998,1799.8
537,09/11/2022,42,0,P016,1,24999,24999,0,0,24999,2499.9
538,04/07/2022,4,0,P008,1,5499,5499,0,0,5499,549.9
539,06/01/2022,22,0,P006,1,7499,7499,0,0,7499,749.9
540,27/08/2021,49,0,P001,1,79999,79999,0,0,79999,7999.9
541,09/02/2020,9,0,P005,2,92499,184998,0,0,184998,18499.8
542,14/07/2020,22,0,P017,3,10499,31497,0,0,31497,3149.7
543,02/03/2021,5,0,P019,2,5999,11998,0,0,11998,1199.8
544,14/10/2023,14,0,P001,2,79999,159998,0,0,159998,15999.8
545,17/04/2022,6,PR001,P017,1,10499,10499,20,2099.8,8399.2,839.92
546,28/03/2022,32,0,P016,1,24999,24999,0,0,24999,2499.9
547,13/01/2022,14,0,P029,1,99,99,0,0,99,9.9
548,19/04/2023,35,PR001,P017,3,10499,31497,20,6299.4,25197.6,2519.76
549,13/02/2022,19,0,P001,2,79999,159998,0,0,159998,15999.8
550,20/06/2021,40,0,P014,2,4999,9998,0,0,9998,999.8
551,22/06/2021,23,0,P015,3,8499,25497,0,0,25497,2549.7
552,04/02/2020,15,0,P021,2,1299,2598,0,0,2598,259.8
553,24/06/2020,1,0,P011,3,1499,4497,0,0,4497,449.7
554,07/10/2021,43,0,P029,2,99,198,0,0,198,19.8
555,05/02/2022,16,0,P008,2,5499,10998,0,0,10998,1099.8
556,15/11/2023,28,0,P007,1,6999,6999,0,0,6999,699.9
557,05/08/2020,31,0,P027,3,699,2097,0,0,2097,209.7
558,20/10/2023,43,0,P012,2,2999,5998,0,0,5998,599.8
559,16/11/2023,19,0,P024,3,2799,8397,0,0,8397,839.7
560,27/04/2020,13,PR001,P019,2,5999,11998,20,2399.6,9598.4,959.84
561,28/06/2020,1,0,P009,3,3499,10497,0,0,10497,1049.7
562,17/05/2022,8,PR001,P021,2,1299,2598,20,519.6,2078.4,207.84
563,27/12/2023,26,PR005,P018,2,2299,4598,70,3218.6,1379.4,137.94
564,27/06/2020,26,0,P018,1,2299,2299,0,0,2299,229.9
565,13/02/2023,39,0,P017,1,10499,10499,0,0,10499,1049.9
566,04/06/2021,8,0,P018,1,2299,2299,0,0,2299,229.9
567,03/05/2023,39,PR001,P012,1,2999,2999,20,599.8,2399.2,239.92
568,02/02/2022,32,0,P018,1,2299,2299,0,0,2299,229.9
569,02/01/2021,8,0,P015,3,8499,25497,0,0,25497,2549.7
570,02/08/2020,31,0,P016,3,24999,74997,0,0,74997,7499.7
571,24/05/2021,41,PR001,P020,1,12999,12999,20,2599.8,10399.2,1039.92
572,24/04/2023,44,PR001,P028,1,349,349,20,69.8,279.2,27.92
573,08/01/2023,37,0,P024,2,2799,5598,0,0,5598,559.8
574,05/03/2022,47,0,P019,1,5999,5999,0,0,5999,599.9
575,18/08/2022,48,0,P016,1,24999,24999,0,0,24999,2499.9
576,29/08/2020,33,0,P030,3,399,1197,0,0,1197,119.7
577,15/08/2023,26,0,P003,2,89999,179998,0,0,179998,17999.8
578,17/08/2023,31,0,P029,2,99,198,0,0,198,19.8
579,24/02/2023,24,0,P004,2,64999,129998,0,0,129998,12999.8
580,08/12/2021,50,0,P027,3,699,2097,0,0,2097,209.7
581,16/05/2021,16,PR001,P007,1,6999,6999,20,1399.8,5599.2,559.92
582,29/07/2020,29,0,P003,3,89999,269997,0,0,269997,26999.7
583,10/06/2023,17,0,P020,2,12999,25998,0,0,25998,2599.8
584,23/05/2023,30,PR001,P011,1,1499,1499,20,299.8,1199.2,119.92
585,09/09/2023,18,0,P009,3,3499,10497,0,0,10497,1049.7
586,01/06/2021,12,0,P015,1,8499,8499,0,0,8499,849.9
587,22/05/2023,10,PR001,P019,2,5999,11998,20,2399.6,9598.4,959.84
588,03/05/2023,4,PR001,P029,1,99,99,20,19.8,79.2,7.92
589,28/03/2022,14,0,P029,1,99,99,0,0,99,9.9
590,11/03/2020,28,0,P016,2,24999,49998,0,0,49998,4999.8
591,25/04/2020,13,PR001,P023,1,1499,1499,20,299.8,1199.2,119.92
592,16/05/2021,34,PR001,P030,3,399,1197,20,239.4,957.6,95.76
593,27/01/2023,19,0,P025,1,8999,8999,0,0,8999,899.9
594,24/01/2023,19,0,P008,3,5499,16497,0,0,16497,1649.7
595,05/03/2022,19,0,P006,3,7499,22497,0,0,22497,2249.7
596,10/01/2020,2,0,P003,2,89999,179998,0,0,179998,17999.8
597,21/08/2020,21,0,P019,3,5999,17997,0,0,17997,1799.7
598,27/12/2023,37,PR005,P018,3,2299,6897,70,4827.9,2069.1,206.91
599,25/06/2022,10,0,P007,1,6999,6999,0,0,6999,699.9
600,18/01/2021,12,0,P005,3,92499,277497,0,0,277497,27749.7
601,30/03/2021,35,0,P009,3,3499,10497,0,0,10497,1049.7
602,11/04/2022,4,PR001,P013,1,15999,15999,20,3199.8,12799.2,1279.92
603,21/03/2022,30,0,P016,3,24999,74997,0,0,74997,7499.7
604,31/05/2021,28,PR001,P004,3,64999,194997,20,38999.4,155997.6,15599.76
605,13/03/2023,36,0,P005,2,92499,184998,0,0,184998,18499.8
606,18/09/2021,16,0,P024,3,2799,8397,0,0,8397,839.7
607,07/05/2021,18,PR001,P026,1,5499,5499,20,1099.8,4399.2,439.92
608,24/03/2021,42,0,P010,2,2199,4398,0,0,4398,439.8
609,14/09/2023,30,0,P011,3,1499,4497,0,0,4497,449.7
610,14/08/2021,19,0,P010,1,2199,2199,0,0,2199,219.9
611,20/05/2021,20,PR001,P007,2,6999,13998,20,2799.6,11198.4,1119.84
612,11/01/2020,34,0,P012,1,2999,2999,0,0,2999,299.9
613,10/01/2023,17,0,P023,1,1499,1499,0,0,1499,149.9
614,21/12/2020,50,0,P011,3,1499,4497,0,0,4497,449.7
615,16/02/2023,16,0,P004,2,64999,129998,0,0,129998,12999.8
616,03/09/2023,43,0,P010,1,2199,2199,0,0,2199,219.9
617,01/10/2021,21,0,P028,3,349,1047,0,0,1047,104.7
618,11/04/2023,17,PR001,P027,1,699,699,20,139.8,559.2,55.92
619,13/02/2022,40,0,P026,2,5499,10998,0,0,10998,1099.8
620,30/07/2020,33,0,P013,1,15999,15999,0,0,15999,1599.9
621,14/01/2020,45,0,P004,1,64999,64999,0,0,64999,6499.9
622,26/12/2023,16,PR005,P012,1,2999,2999,70,2099.3,899.7,89.97
623,24/07/2022,37,PR004,P013,3,15999,47997,50,23998.5,23998.5,2399.85
624,10/04/2020,26,PR001,P022,2,1999,3998,20,799.6,3198.4,319.84
625,15/04/2020,10,PR001,P014,2,4999,9998,20,1999.6,7998.4,799.84
626,29/03/2022,49,0,P008,2,5499,10998,0,0,10998,1099.8
627,28/02/2023,24,0,P005,3,92499,277497,0,0,277497,27749.7
628,15/04/2020,32,PR001,P003,1,89999,89999,20,17999.8,71999.2,7199.92
629,26/10/2022,2,0,P025,2,8999,17998,0,0,17998,1799.8
630,19/09/2023,9,0,P024,2,2799,5598,0,0,5598,559.8
631,16/01/2022,14,0,P017,2,10499,20998,0,0,20998,2099.8
632,10/11/2020,15,0,P003,3,89999,269997,0,0,269997,26999.7
633,09/11/2021,30,0,P014,1,4999,4999,0,0,4999,499.9
634,20/03/2022,50,0,P021,1,1299,1299,0,0,1299,129.9
635,31/07/2023,5,0,P007,1,6999,6999,0,0,6999,699.9
636,09/11/2021,39,0,P001,3,79999,239997,0,0,239997,23999.7
637,23/03/2020,11,0,P026,1,5499,5499,0,0,5499,549.9
638,26/10/2022,40,0,P011,2,1499,2998,0,0,2998,299.8
639,26/12/2023,3,PR005,P015,2,8499,16998,70,11898.6,5099.4,509.94
640,01/02/2020,26,0,P017,1,10499,10499,0,0,10499,1049.9
641,16/02/2021,49,0,P009,1,3499,3499,0,0,3499,349.9
642,26/12/2023,24,PR005,P006,3,7499,22497,70,15747.9,6749.1,674.91
643,08/06/2021,15,0,P020,2,12999,25998,0,0,25998,2599.8
644,25/07/2023,30,0,P028,2,349,698,0,0,698,69.8
645,25/12/2023,45,PR005,P023,1,1499,1499,70,1049.3,449.7,44.97
646,27/03/2022,18,0,P028,2,349,698,0,0,698,69.8
647,06/09/2020,3,0,P013,3,15999,47997,0,0,47997,4799.7
648,23/10/2021,24,0,P017,1,10499,10499,0,0,10499,1049.9
649,19/06/2020,22,0,P015,3,8499,25497,0,0,25497,2549.7
650,20/11/2021,19,0,P029,3,99,297,0,0,297,29.7
651,08/03/2020,43,0,P020,3,12999,38997,0,0,38997,3899.7
652,16/08/2020,44,0,P019,2,5999,11998,0,0,11998,1199.8
653,12/01/2023,25,0,P013,3,15999,47997,0,0,47997,4799.7
654,01/07/2022,35,0,P028,2,349,698,0,0,698,69.8
655,14/09/2022,32,0,P030,2,399,798,0,0,798,79.8
656,24/09/2020,34,0,P029,3,99,297,0,0,297,29.7
657,29/11/2023,12,0,P024,1,2799,2799,0,0,2799,279.9
658,15/04/2020,46,PR001,P004,2,64999,129998,20,25999.6,103998.4,10399.84
659,06/02/2023,12,0,P022,1,1999,1999,0,0,1999,199.9
660,24/11/2023,8,0,P029,2,99,198,0,0,198,19.8
661,13/03/2021,32,0,P023,2,1499,2998,0,0,2998,299.8
662,26/10/2022,37,0,P012,3,2999,8997,0,0,8997,899.7
663,26/05/2022,23,PR001,P010,2,2199,4398,20,879.6,3518.4,351.84
664,11/06/2021,45,0,P026,1,5499,5499,0,0,5499,549.9
665,20/02/2022,28,0,P024,2,2799,5598,0,0,5598,559.8
666,20/07/2020,48,0,P020,3,12999,38997,0,0,38997,3899.7
667,13/06/2022,2,0,P024,2,2799,5598,0,0,5598,559.8
668,30/11/2023,49,0,P005,1,92499,92499,0,0,92499,9249.9
669,09/08/2020,34,0,P023,1,1499,1499,0,0,1499,149.9
670,21/01/2023,25,0,P012,3,2999,8997,0,0,8997,899.7
671,03/04/2021,36,PR001,P023,1,1499,1499,20,299.8,1199.2,119.92
672,12/07/2021,3,0,P007,1,6999,6999,0,0,6999,699.9
673,05/03/2020,14,0,P029,1,99,99,0,0,99,9.9
674,25/12/2020,41,0,P017,1,10499,10499,0,0,10499,1049.9
675,03/04/2022,4,PR001,P006,1,7499,7499,20,1499.8,5999.2,599.92
676,22/08/2021,32,0,P018,1,2299,2299,0,0,2299,229.9
677,24/10/2023,27,0,P024,1,2799,2799,0,0,2799,279.9
678,15/02/2020,38,0,P015,3,8499,25497,0,0,25497,2549.7
679,31/03/2020,30,0,P030,3,399,1197,0,0,1197,119.7
680,07/03/2021,19,0,P021,1,1299,1299,0,0,1299,129.9
681,29/01/2023,42,0,P020,1,12999,12999,0,0,12999,1299.9
682,18/01/2023,15,0,P017,3,10499,31497,0,0,31497,3149.7
683,29/10/2020,9,0,P030,2,399,798,0,0,798,79.8
684,08/06/2023,8,0,P030,2,399,798,0,0,798,79.8
685,24/03/2022,21,0,P026,2,5499,10998,0,0,10998,1099.8
686,14/05/2022,50,PR001,P029,1,99,99,20,19.8,79.2,7.92
687,11/10/2021,46,0,P022,1,1999,1999,0,0,1999,199.9
688,24/07/2020,31,0,P009,3,3499,10497,0,0,10497,1049.7
689,26/10/2023,26,0,P025,3,8999,26997,0,0,26997,2699.7
690,16/05/2021,6,PR001,P023,1,1499,1499,20,299.8,1199.2,119.92
691,24/05/2021,39,PR001,P013,2,15999,31998,20,6399.6,25598.4,2559.84
692,03/06/2021,11,0,P003,2,89999,179998,0,0,179998,17999.8
693,09/10/2020,2,0,P028,1,349,349,0,0,349,34.9
694,30/01/2020,19,0,P030,2,399,798,0,0,798,79.8
695,13/06/2021,46,0,P022,3,1999,5997,0,0,5997,599.7
696,16/10/2023,3,0,P018,1,2299,2299,0,0,2299,229.9
697,01/11/2021,46,0,P002,3,69999,209997,0,0,209997,20999.7
698,30/11/2023,31,0,P015,3,8499,25497,0,0,25497,2549.7
699,19/04/2023,12,PR001,P022,3,1999,5997,20,1199.4,4797.6,479.76
700,09/04/2021,32,PR001,P005,2,92499,184998,20,36999.6,147998.4,14799.84
701,08/02/2020,24,0,P016,3,24999,74997,0,0,74997,7499.7
702,29/04/2020,12,PR001,P006,2,7499,14998,20,2999.6,11998.4,1199.84
703,18/05/2021,12,PR001,P014,3,4999,14997,20,2999.4,11997.6,1199.76
704,26/07/2020,38,PR004,P006,3,7499,22497,50,11248.5,11248.5,1124.85
705,25/02/2023,40,0,P012,3,2999,8997,0,0,8997,899.7
706,14/02/2021,24,0,P010,2,2199,4398,0,0,4398,439.8
707,07/06/2022,31,0,P030,3,399,1197,0,0,1197,119.7
708,16/05/2020,16,PR001,P021,3,1299,3897,20,779.4,3117.6,311.76
709,13/01/2022,34,0,P015,2,8499,16998,0,0,16998,1699.8
710,08/09/2023,43,0,P025,1,8999,8999,0,0,8999,899.9
711,30/04/2021,35,PR001,P022,2,1999,3998,20,799.6,3198.4,319.84
712,23/02/2022,19,0,P025,2,8999,17998,0,0,17998,1799.8
713,20/07/2020,12,0,P030,2,399,798,0,0,798,79.8
714,01/03/2022,40,0,P010,1,2199,2199,0,0,2199,219.9
715,24/06/2020,40,0,P017,2,10499,20998,0,0,20998,2099.8
716,27/02/2020,40,0,P020,1,12999,12999,0,0,12999,1299.9
717,25/10/2021,2,0,P002,2,69999,139998,0,0,139998,13999.8
718,25/10/2022,24,0,P018,1,2299,2299,0,0,2299,229.9
719,25/10/2022,3,0,P029,3,99,297,0,0,297,29.7
720,25/07/2022,32,0,P030,2,399,798,0,0,798,79.8
721,02/03/2023,26,0,P012,2,2999,5998,0,0,5998,599.8
722,05/04/2022,48,PR001,P007,2,6999,13998,20,2799.6,11198.4,1119.84
723,29/11/2023,17,0,P021,3,1299,3897,0,0,3897,389.7
724,20/03/2020,10,0,P026,2,5499,10998,0,0,10998,1099.8
725,19/01/2022,34,0,P012,3,2999,8997,0,0,8997,899.7
726,25/12/2023,19,PR005,P002,2,69999,139998,70,97998.6,41999.4,4199.94
727,26/07/2022,23,0,P023,2,1499,2998,0,0,2998,299.8
728,24/12/2021,15,0,P029,3,99,297,0,0,297,29.7
729,24/06/2020,11,0,P026,1,5499,5499,0,0,5499,549.9
730,28/06/2020,8,0,P004,2,64999,129998,0,0,129998,12999.8
731,16/02/2020,48,0,P013,3,15999,47997,0,0,47997,4799.7
732,16/09/2023,14,0,P030,3,399,1197,0,0,1197,119.7
733,02/08/2023,49,0,P019,3,5999,17997,0,0,17997,1799.7
734,01/06/2023,24,0,P014,2,4999,9998,0,0,9998,999.8
735,24/11/2021,17,0,P015,1,8499,8499,0,0,8499,849.9
736,14/06/2023,29,0,P022,2,1999,3998,0,0,3998,399.8
737,25/02/2023,10,0,P009,1,3499,3499,0,0,3499,349.9
738,25/06/2021,6,0,P026,2,5499,10998,0,0,10998,1099.8
739,24/05/2021,17,PR001,P008,1,5499,5499,20,1099.8,4399.2,439.92
740,04/10/2020,36,0,P016,3,24999,74997,0,0,74997,7499.7
741,07/03/2023,5,0,P028,3,349,1047,0,0,1047,104.7
742,05/08/2020,5,0,P021,2,1299,2598,0,0,2598,259.8
743,12/06/2020,27,0,P030,1,399,399,0,0,399,39.9
744,28/05/2022,50,PR001,P030,1,399,399,20,79.8,319.2,31.92
745,14/01/2020,40,0,P026,3,5499,16497,0,0,16497,1649.7
746,20/12/2020,21,0,P020,1,12999,12999,0,0,12999,1299.9
747,14/01/2021,10,0,P028,1,349,349,0,0,349,34.9
748,05/11/2021,17,0,P019,1,5999,5999,0,0,5999,599.9
749,10/06/2020,26,0,P018,3,2299,6897,0,0,6897,689.7
750,15/02/2023,23,0,P024,3,2799,8397,0,0,8397,839.7
751,30/04/2022,32,PR001,P009,3,3499,10497,20,2099.4,8397.6,839.76
752,18/07/2020,1,PR004,P030,1,399,399,50,199.5,199.5,19.95
753,24/07/2023,7,0,P026,2,5499,10998,0,0,10998,1099.8
754,05/11/2023,15,0,P002,2,69999,139998,0,0,139998,13999.8
755,27/05/2020,28,PR001,P012,2,2999,5998,20,1199.6,4798.4,479.84
756,17/01/2023,36,0,P025,1,8999,8999,0,0,8999,899.9
757,19/07/2023,2,0,P008,3,5499,16497,0,0,16497,1649.7
758,07/01/2020,28,0,P008,1,5499,5499,0,0,5499,549.9
